"","act","scene","speaker","n"
"1","[Tekst]","Scene 1","Andreas",15
"2","[Tekst]","Scene 1","Henrik",54
"3","[Tekst]","Scene 1","Leander",6
"4","[Tekst]","Scene 1","Leonora",2
"5","[Tekst]","Scene 1","Oldfux",19
"6","[Tekst]","Scene 1","Pernille",39
"7","[Tekst]","Scene 1","Sganarel",3
"8","[Tekst]","Scene 1","Terentia",15
"9","[Tekst]","Scene 1",NA,6
"10","[Tekst]","Scene 10","1. kvinde",6
"11","[Tekst]","Scene 10","2. kvinde",6
"12","[Tekst]","Scene 10","Arv",7
"13","[Tekst]","Scene 10","Gert",16
"14","[Tekst]","Scene 10","Henrik",8
"15","[Tekst]","Scene 10","Jeronimus",7
"16","[Tekst]","Scene 10","Laurentia",1
"17","[Tekst]","Scene 10","Leonora",16
"18","[Tekst]","Scene 10","Magdelone",1
"19","[Tekst]","Scene 10","Oldfux",5
"20","[Tekst]","Scene 10","Pernille",9
"21","[Tekst]","Scene 10","Polidor",7
"22","[Tekst]","Scene 10","Soldaten",6
"23","[Tekst]","Scene 10","Terentia",11
"24","[Tekst]","Scene 10",NA,9
"25","[Tekst]","Scene 11","",2
"26","[Tekst]","Scene 11","Gunild",4
"27","[Tekst]","Scene 11","Henrik",4
"28","[Tekst]","Scene 11","Jeronimus",7
"29","[Tekst]","Scene 11","Kirsten",11
"30","[Tekst]","Scene 11","Leander",9
"31","[Tekst]","Scene 11","Leonora",7
"32","[Tekst]","Scene 11","Magdelone",4
"33","[Tekst]","Scene 11","Oldfux",9
"34","[Tekst]","Scene 11","Pernille",6
"35","[Tekst]","Scene 11","Polidor",4
"36","[Tekst]","Scene 11","Sganarel",5
"37","[Tekst]","Scene 11","Terentia",8
"38","[Tekst]","Scene 11",NA,12
"39","[Tekst]","Scene 12","",1
"40","[Tekst]","Scene 12","3. kvinde",10
"41","[Tekst]","Scene 12","Anne",1
"42","[Tekst]","Scene 12","Arv",8
"43","[Tekst]","Scene 12","Børnene",2
"44","[Tekst]","Scene 12","Christopher",1
"45","[Tekst]","Scene 12","Else",1
"46","[Tekst]","Scene 12","Elsebet",4
"47","[Tekst]","Scene 12","Gilbert",6
"48","[Tekst]","Scene 12","Gunild",6
"49","[Tekst]","Scene 12","Henning",1
"50","[Tekst]","Scene 12","Henrik",27
"51","[Tekst]","Scene 12","Jeronimus",22
"52","[Tekst]","Scene 12","Jøden",24
"53","[Tekst]","Scene 12","Kirsten",2
"54","[Tekst]","Scene 12","Leander",11
"55","[Tekst]","Scene 12","Leonora",4
"56","[Tekst]","Scene 12","Marie",1
"57","[Tekst]","Scene 12","Per",1
"58","[Tekst]","Scene 12","Pernille",8
"59","[Tekst]","Scene 12","Polidor",8
"60","[Tekst]","Scene 12","Sganarel",11
"61","[Tekst]","Scene 12","Skolemester",1
"62","[Tekst]","Scene 12","Skolemesteren",21
"63","[Tekst]","Scene 12","Terentia",1
"64","[Tekst]","Scene 12","Tutti",4
"65","[Tekst]","Scene 12",NA,22
"66","[Tekst]","Scene 13","",5
"67","[Tekst]","Scene 13","En af de fremmede",1
"68","[Tekst]","Scene 13","Fruen",2
"69","[Tekst]","Scene 13","Gert",3
"70","[Tekst]","Scene 13","Gunild",8
"71","[Tekst]","Scene 13","Henrik",46
"72","[Tekst]","Scene 13","Jeronimus",23
"73","[Tekst]","Scene 13","Jøden",15
"74","[Tekst]","Scene 13","Kokken",5
"75","[Tekst]","Scene 13","Leander",17
"76","[Tekst]","Scene 13","Leanders vært",1
"77","[Tekst]","Scene 13","Leonora",15
"78","[Tekst]","Scene 13","Pernille",8
"79","[Tekst]","Scene 13","Poeterne",11
"80","[Tekst]","Scene 13","Polidor",17
"81","[Tekst]","Scene 13","Sganarel",7
"82","[Tekst]","Scene 13","Vægterne",1
"83","[Tekst]","Scene 13","Værten",2
"84","[Tekst]","Scene 13",NA,27
"85","[Tekst]","Scene 14","3. kvinde",5
"86","[Tekst]","Scene 14","Gert",8
"87","[Tekst]","Scene 14","Jeronimus",5
"88","[Tekst]","Scene 14","Jøden",4
"89","[Tekst]","Scene 14","Leander",4
"90","[Tekst]","Scene 14","Leonora",8
"91","[Tekst]","Scene 14","Polyphemus",2
"92","[Tekst]","Scene 14","Sganarel",2
"93","[Tekst]","Scene 14",NA,5
"94","[Tekst]","Scene 15","1. filosof",2
"95","[Tekst]","Scene 15","2. filosof",2
"96","[Tekst]","Scene 15","3. filosof",5
"97","[Tekst]","Scene 15","Doktoren",4
"98","[Tekst]","Scene 15","Elvire",7
"99","[Tekst]","Scene 15","Jeronimus",6
"100","[Tekst]","Scene 15","Jøden",1
"101","[Tekst]","Scene 15","Mester Gert",6
"102","[Tekst]","Scene 15",NA,4
"103","[Tekst]","Scene 16","",2
"104","[Tekst]","Scene 16","1. filosof",1
"105","[Tekst]","Scene 16","2. filosof",1
"106","[Tekst]","Scene 16","3. filosof",1
"107","[Tekst]","Scene 16","Christoffer",3
"108","[Tekst]","Scene 16","Doktoren",3
"109","[Tekst]","Scene 16","En filosof",3
"110","[Tekst]","Scene 16","Gilbert",9
"111","[Tekst]","Scene 16","Gunild",10
"112","[Tekst]","Scene 16","Henrik",6
"113","[Tekst]","Scene 16","Officer",8
"114","[Tekst]","Scene 16","Polyphemus",4
"115","[Tekst]","Scene 16","Tutti",4
"116","[Tekst]","Scene 16",NA,4
"117","[Tekst]","Scene 17","1. kvinde",1
"118","[Tekst]","Scene 17","2. kvinde",1
"119","[Tekst]","Scene 17","3. kvinde",2
"120","[Tekst]","Scene 17","Christoffer",5
"121","[Tekst]","Scene 17","Gilbert",5
"122","[Tekst]","Scene 17","Henrik",16
"123","[Tekst]","Scene 17","Jøden",11
"124","[Tekst]","Scene 17","Korporal",2
"125","[Tekst]","Scene 17","Leander",2
"126","[Tekst]","Scene 17","Officer",14
"127","[Tekst]","Scene 17","Pernille",3
"128","[Tekst]","Scene 17","Polyphemus",2
"129","[Tekst]","Scene 17","Sganarel",1
"130","[Tekst]","Scene 17",NA,7
"131","[Tekst]","Scene 18","",2
"132","[Tekst]","Scene 18","Christoffer",2
"133","[Tekst]","Scene 18","Elvire",14
"134","[Tekst]","Scene 18","Gert",11
"135","[Tekst]","Scene 18","Jeronimus",6
"136","[Tekst]","Scene 18","Mester Gert",2
"137","[Tekst]","Scene 18","Officer",24
"138","[Tekst]","Scene 18","Tobias",12
"139","[Tekst]","Scene 18",NA,4
"140","[Tekst]","Scene 19","Gert",9
"141","[Tekst]","Scene 19","Gunild",10
"142","[Tekst]","Scene 19","Jeronimus",2
"143","[Tekst]","Scene 19","Officer",2
"144","[Tekst]","Scene 19",NA,3
"145","[Tekst]","Scene 2","Filosoffen",2
"146","[Tekst]","Scene 2","Henrik",17
"147","[Tekst]","Scene 2","Hyacinthe",10
"148","[Tekst]","Scene 2","Jøden",9
"149","[Tekst]","Scene 2","Leander",19
"150","[Tekst]","Scene 2","Leonard",4
"151","[Tekst]","Scene 2","Leonora",2
"152","[Tekst]","Scene 2","Oldfux",8
"153","[Tekst]","Scene 2","Pernille",8
"154","[Tekst]","Scene 2","Schumacher",5
"155","[Tekst]","Scene 2","Sganarel",10
"156","[Tekst]","Scene 2",NA,7
"157","[Tekst]","Scene 20","Christoffer",2
"158","[Tekst]","Scene 20","Elvire",8
"159","[Tekst]","Scene 20","Fruen",1
"160","[Tekst]","Scene 20","Henrik",1
"161","[Tekst]","Scene 20","Jeronimus",9
"162","[Tekst]","Scene 20","Leonard",3
"163","[Tekst]","Scene 20","Officer",10
"164","[Tekst]","Scene 20",NA,7
"165","[Tekst]","Scene 21","Elvire",5
"166","[Tekst]","Scene 21","Fruen",4
"167","[Tekst]","Scene 21","Henrik",8
"168","[Tekst]","Scene 21","Hyacinthe",1
"169","[Tekst]","Scene 21","Jeronimus",4
"170","[Tekst]","Scene 21","Jøden",7
"171","[Tekst]","Scene 21","Leander",3
"172","[Tekst]","Scene 21","Leonard",3
"173","[Tekst]","Scene 21","Officer",2
"174","[Tekst]","Scene 21","Pernille",3
"175","[Tekst]","Scene 21",NA,5
"176","[Tekst]","Scene 22","Gottard",1
"177","[Tekst]","Scene 22","Leonard",2
"178","[Tekst]","Scene 22","Leonora",2
"179","[Tekst]","Scene 22",NA,1
"180","[Tekst]","Scene 23","Mester Gert",3
"181","[Tekst]","Scene 24","Gert",13
"182","[Tekst]","Scene 24","Notarius",12
"183","[Tekst]","Scene 24",NA,3
"184","[Tekst]","Scene 25","Gert",22
"185","[Tekst]","Scene 25","Gilbert",4
"186","[Tekst]","Scene 25","Gottard",10
"187","[Tekst]","Scene 25","Leonora",7
"188","[Tekst]","Scene 25","Mester Gert",5
"189","[Tekst]","Scene 25","Pernille",7
"190","[Tekst]","Scene 25",NA,2
"191","[Tekst]","Scene 3","Filosoffen",4
"192","[Tekst]","Scene 3","Henrik",19
"193","[Tekst]","Scene 3","Jøden",12
"194","[Tekst]","Scene 3","Laurentia",4
"195","[Tekst]","Scene 3","Leander",6
"196","[Tekst]","Scene 3","Leonard",4
"197","[Tekst]","Scene 3","Leonora",28
"198","[Tekst]","Scene 3","Mademoiselle Hiort",5
"199","[Tekst]","Scene 3","Pernille",19
"200","[Tekst]","Scene 3","Polidor",4
"201","[Tekst]","Scene 3","Schumacher",8
"202","[Tekst]","Scene 3","Sganarel",11
"203","[Tekst]","Scene 3",NA,7
"204","[Tekst]","Scene 4","Filosoffen",11
"205","[Tekst]","Scene 4","Hammer",8
"206","[Tekst]","Scene 4","Henrik",13
"207","[Tekst]","Scene 4","Jeronimus",6
"208","[Tekst]","Scene 4","Jøden",10
"209","[Tekst]","Scene 4","Leonora",14
"210","[Tekst]","Scene 4","Mademoiselle Hiort",5
"211","[Tekst]","Scene 4","Pernille",12
"212","[Tekst]","Scene 4","Polidor",7
"213","[Tekst]","Scene 4","Schumacher",2
"214","[Tekst]","Scene 4","Sganarel",14
"215","[Tekst]","Scene 4","Sganarel (sagte)",2
"216","[Tekst]","Scene 4","Terentia",4
"217","[Tekst]","Scene 4",NA,9
"218","[Tekst]","Scene 5","",1
"219","[Tekst]","Scene 5","Filosoffen",7
"220","[Tekst]","Scene 5","Gunild",1
"221","[Tekst]","Scene 5","Henrik",9
"222","[Tekst]","Scene 5","Jeronimus",25
"223","[Tekst]","Scene 5","Kirsten",20
"224","[Tekst]","Scene 5","Leander",4
"225","[Tekst]","Scene 5","Leonora",16
"226","[Tekst]","Scene 5","Pernille",9
"227","[Tekst]","Scene 5","Pernille.",1
"228","[Tekst]","Scene 5","Polidor",13
"229","[Tekst]","Scene 5","Sganarel",7
"230","[Tekst]","Scene 5","Terentia",16
"231","[Tekst]","Scene 5",NA,15
"232","[Tekst]","Scene 6","Astrologus",8
"233","[Tekst]","Scene 6","Gilbert",7
"234","[Tekst]","Scene 6","Gunild",4
"235","[Tekst]","Scene 6","Henrik",7
"236","[Tekst]","Scene 6","Jøden",1
"237","[Tekst]","Scene 6","Laurentia",2
"238","[Tekst]","Scene 6","Leander",2
"239","[Tekst]","Scene 6","Leonora",8
"240","[Tekst]","Scene 6","Oldfux",18
"241","[Tekst]","Scene 6","Pernille",7
"242","[Tekst]","Scene 6","Polidor",18
"243","[Tekst]","Scene 6","Sganarel",5
"244","[Tekst]","Scene 6",NA,5
"245","[Tekst]","Scene 7","Elsebet",3
"246","[Tekst]","Scene 7","Filosoffen",15
"247","[Tekst]","Scene 7","Fruen",14
"248","[Tekst]","Scene 7","Gert",2
"249","[Tekst]","Scene 7","Gunild",2
"250","[Tekst]","Scene 7","Henrik",25
"251","[Tekst]","Scene 7","Jeronimus",12
"252","[Tekst]","Scene 7","Kirsten",3
"253","[Tekst]","Scene 7","Leonora",2
"254","[Tekst]","Scene 7","Magdelone",11
"255","[Tekst]","Scene 7","Pernille",11
"256","[Tekst]","Scene 7","Sganarel",14
"257","[Tekst]","Scene 7",NA,7
"258","[Tekst]","Scene 8","Elsebet",9
"259","[Tekst]","Scene 8","Elvire",11
"260","[Tekst]","Scene 8","Gert",18
"261","[Tekst]","Scene 8","Henrik",3
"262","[Tekst]","Scene 8","Jeronimus",15
"263","[Tekst]","Scene 8","Kirsten",21
"264","[Tekst]","Scene 8","Leander",28
"265","[Tekst]","Scene 8","Magdelone",10
"266","[Tekst]","Scene 8","Oldfux",15
"267","[Tekst]","Scene 8","Pernille",8
"268","[Tekst]","Scene 8","Polidor",9
"269","[Tekst]","Scene 8","Sganarel",15
"270","[Tekst]","Scene 8","Svenden",8
"271","[Tekst]","Scene 8","Terentia",18
"272","[Tekst]","Scene 8",NA,13
"273","[Tekst]","Scene 9","1. kvinde",9
"274","[Tekst]","Scene 9","2. kvinde",9
"275","[Tekst]","Scene 9","3. kvinde",12
"276","[Tekst]","Scene 9","Arv",6
"277","[Tekst]","Scene 9","Gert",3
"278","[Tekst]","Scene 9","Henrik",13
"279","[Tekst]","Scene 9","Jesper",2
"280","[Tekst]","Scene 9","Kirsten",3
"281","[Tekst]","Scene 9","Leander",6
"282","[Tekst]","Scene 9","Magdelone",2
"283","[Tekst]","Scene 9","Oldfux",2
"284","[Tekst]","Scene 9","Pernille",6
"285","[Tekst]","Scene 9","Sganarel",4
"286","[Tekst]","Scene 9","Soldaten",11
"287","[Tekst]","Scene 9","Terentia",1
"288","[Tekst]","Scene 9",NA,9
"289","Anden akt","Scene 1","",13
"290","Anden akt","Scene 1","Aesculapius",14
"291","Anden akt","Scene 1","Ammen",3
"292","Anden akt","Scene 1","Anne",4
"293","Anden akt","Scene 1","Antonius",7
"294","Anden akt","Scene 1","Artabanus.",3
"295","Anden akt","Scene 1","Artaxerxes",1
"296","Anden akt","Scene 1","Artaxerxes.",4
"297","Anden akt","Scene 1","Arv",3
"298","Anden akt","Scene 1","Barselskvinden",7
"299","Anden akt","Scene 1","Chilian",4
"300","Anden akt","Scene 1","Christoffer",1
"301","Anden akt","Scene 1","Corfitz",9
"302","Anden akt","Scene 1","Den usynlige",14
"303","Anden akt","Scene 1","Don Ranudo",12
"304","Anden akt","Scene 1","Donna Olympia",6
"305","Anden akt","Scene 1","Dorothea",2
"306","Anden akt","Scene 1","Drengen",1
"307","Anden akt","Scene 1","Elsebet",6
"308","Anden akt","Scene 1","En anden dreng",2
"309","Anden akt","Scene 1","En mand",2
"310","Anden akt","Scene 1","En pige",2
"311","Anden akt","Scene 1","Eraste",9
"312","Anden akt","Scene 1","Frantz",1
"313","Anden akt","Scene 1","Frantz Knivsmed",1
"314","Anden akt","Scene 1","Frantz Parykmager",2
"315","Anden akt","Scene 1","Gert Buntmager",3
"316","Anden akt","Scene 1","Gunild",1
"317","Anden akt","Scene 1","Harlekin",15
"318","Anden akt","Scene 1","Henrik",66
"319","Anden akt","Scene 1","Herman",6
"320","Anden akt","Scene 1","Indenfor",7
"321","Anden akt","Scene 1","Jeppe",9
"322","Anden akt","Scene 1","Jeronimus",17
"323","Anden akt","Scene 1","Jesper",9
"324","Anden akt","Scene 1","Jesper.",1
"325","Anden akt","Scene 1","Lakajerne",1
"326","Anden akt","Scene 1","Leander",25
"327","Anden akt","Scene 1","Leerbeutel",7
"328","Anden akt","Scene 1","Leonora",16
"329","Anden akt","Scene 1","Leonore",18
"330","Anden akt","Scene 1","Manden",3
"331","Anden akt","Scene 1","Marthe",1
"332","Anden akt","Scene 1","Montanus",5
"333","Anden akt","Scene 1","Ovidius",1
"334","Anden akt","Scene 1","Pedro",11
"335","Anden akt","Scene 1","Peer",4
"336","Anden akt","Scene 1","Pernille",39
"337","Anden akt","Scene 1","Plutus",12
"338","Anden akt","Scene 1","Richart Børstenbinder",2
"339","Anden akt","Scene 1","Roland",2
"340","Anden akt","Scene 1","Sivert",2
"341","Anden akt","Scene 1","Sivert Posekigger",3
"342","Anden akt","Scene 1","Sparenborg",13
"343","Anden akt","Scene 1","Studenstrup",35
"344","Anden akt","Scene 1","Tutti",1
"345","Anden akt","Scene 1","Tyboe",10
"346","Anden akt","Scene 1","Værten",10
"347","Anden akt","Scene 1","Vielgeschrey",22
"348","Anden akt","Scene 1",NA,46
"349","Anden akt","Scene 10","",3
"350","Anden akt","Scene 10","Artabanus.",2
"351","Anden akt","Scene 10","Barselskvinden",7
"352","Anden akt","Scene 10","Barselsqvinde",1
"353","Anden akt","Scene 10","Henrik",4
"354","Anden akt","Scene 10","Lucretia",12
"355","Anden akt","Scene 10","Mandane.",2
"356","Anden akt","Scene 10","Oldfux",21
"357","Anden akt","Scene 10","Pernille",15
"358","Anden akt","Scene 10","Stine",9
"359","Anden akt","Scene 10","Vielgeschrey",20
"360","Anden akt","Scene 10",NA,6
"361","Anden akt","Scene 11","Abelone",7
"362","Anden akt","Scene 11","Artaxerxes.",2
"363","Anden akt","Scene 11","Barselskvinden",2
"364","Anden akt","Scene 11","Christine",6
"365","Anden akt","Scene 11","Corfitz",2
"366","Anden akt","Scene 11","Cristine",1
"367","Anden akt","Scene 11","Henrik",4
"368","Anden akt","Scene 11","Lakajen",2
"369","Anden akt","Scene 11","Lucretia",14
"370","Anden akt","Scene 11","Pernille",12
"371","Anden akt","Scene 11","Semira.",3
"372","Anden akt","Scene 11",NA,9
"373","Anden akt","Scene 12","Artabanus.",2
"374","Anden akt","Scene 12","Artaxerxes.",4
"375","Anden akt","Scene 12","Barselskvinden",12
"376","Anden akt","Scene 12","Eraste (alene)",3
"377","Anden akt","Scene 12","Geske",17
"378","Anden akt","Scene 12",NA,3
"379","Anden akt","Scene 13","Artabanus",2
"380","Anden akt","Scene 13","Christopher",12
"381","Anden akt","Scene 13","Ellen",1
"382","Anden akt","Scene 13","Eraste",13
"383","Anden akt","Scene 13","Karen",3
"384","Anden akt","Scene 13",NA,2
"385","Anden akt","Scene 14","Apicius",13
"386","Anden akt","Scene 14","Apicius (",2
"387","Anden akt","Scene 14","Barselskonen",2
"388","Anden akt","Scene 14","Barselskvinden",1
"389","Anden akt","Scene 14","Christopher",16
"390","Anden akt","Scene 14","Corfitz",4
"391","Anden akt","Scene 14",NA,3
"392","Anden akt","Scene 15","Christopher",7
"393","Anden akt","Scene 15","Eraste",8
"394","Anden akt","Scene 15",NA,1
"395","Anden akt","Scene 16","2. musikant",1
"396","Anden akt","Scene 16","Lucretia",6
"397","Anden akt","Scene 16","Musikant",12
"398","Anden akt","Scene 16","Petronius",18
"399","Anden akt","Scene 16",NA,5
"400","Anden akt","Scene 2","",13
"401","Anden akt","Scene 2","1. dame",15
"402","Anden akt","Scene 2","1. madame",1
"403","Anden akt","Scene 2","1. vært",5
"404","Anden akt","Scene 2","2. dame",10
"405","Anden akt","Scene 2","2. madame",1
"406","Anden akt","Scene 2","2. vært",5
"407","Anden akt","Scene 2","Anføreren",19
"408","Anden akt","Scene 2","Apicius",3
"409","Anden akt","Scene 2","Arbaces",2
"410","Anden akt","Scene 2","Arbaces.",10
"411","Anden akt","Scene 2","Artabanus.",16
"412","Anden akt","Scene 2","Arv",5
"413","Anden akt","Scene 2","Barselskvinden",12
"414","Anden akt","Scene 2","Chilian",25
"415","Anden akt","Scene 2","Davus",3
"416","Anden akt","Scene 2","Don Ranudo",7
"417","Anden akt","Scene 2","Donna Olympia",3
"418","Anden akt","Scene 2","En anden vært",2
"419","Anden akt","Scene 2","Erik",2
"420","Anden akt","Scene 2","Espen",8
"421","Anden akt","Scene 2","Gert",1
"422","Anden akt","Scene 2","Gert Bundtmager",1
"423","Anden akt","Scene 2","Gert Buntmager",1
"424","Anden akt","Scene 2","Geske",6
"425","Anden akt","Scene 2","Gilbert",6
"426","Anden akt","Scene 2","Gottfried",38
"427","Anden akt","Scene 2","Gunild",4
"428","Anden akt","Scene 2","Harlekin",2
"429","Anden akt","Scene 2","Henrik",113
"430","Anden akt","Scene 2","Herman",11
"431","Anden akt","Scene 2","Jacob",36
"432","Anden akt","Scene 2","Jeppe",9
"433","Anden akt","Scene 2","Jeronimus",14
"434","Anden akt","Scene 2","Jesper",36
"435","Anden akt","Scene 2","Kammertjener",1
"436","Anden akt","Scene 2","Kammertjeneren",9
"437","Anden akt","Scene 2","Lakajen",5
"438","Anden akt","Scene 2","Lars",6
"439","Anden akt","Scene 2","Leander",44
"440","Anden akt","Scene 2","Leerbeutel",7
"441","Anden akt","Scene 2","Lenader",1
"442","Anden akt","Scene 2","Leonard",8
"443","Anden akt","Scene 2","Leonora",8
"444","Anden akt","Scene 2","Marthe",10
"445","Anden akt","Scene 2","Montanus",29
"446","Anden akt","Scene 2","Octavius",5
"447","Anden akt","Scene 2","Oldfux",5
"448","Anden akt","Scene 2","Olympia",1
"449","Anden akt","Scene 2","Ovidius",3
"450","Anden akt","Scene 2","Pedro",7
"451","Anden akt","Scene 2","Peer",6
"452","Anden akt","Scene 2","Pernille",5
"453","Anden akt","Scene 2","Philocyne",1
"454","Anden akt","Scene 2","Plutus",2
"455","Anden akt","Scene 2","Ranudo",1
"456","Anden akt","Scene 2","Republikken",37
"457","Anden akt","Scene 2","Skrædderen",2
"458","Anden akt","Scene 2","Skriveren",46
"459","Anden akt","Scene 2","Sparenborg",13
"460","Anden akt","Scene 2","Studenstrup",8
"461","Anden akt","Scene 2","Terentia",14
"462","Anden akt","Scene 2","Trojaneren",25
"463","Anden akt","Scene 2","Tyboe",40
"464","Anden akt","Scene 2","Tyboe.",1
"465","Anden akt","Scene 2","Værten",6
"466","Anden akt","Scene 2","Vielgeschrey",15
"467","Anden akt","Scene 2",NA,50
"468","Anden akt","Scene 3","",4
"469","Anden akt","Scene 3","1. dame",13
"470","Anden akt","Scene 3","1. doktor",7
"471","Anden akt","Scene 3","1. madame",1
"472","Anden akt","Scene 3","2. dame",12
"473","Anden akt","Scene 3","2. doktor",7
"474","Anden akt","Scene 3","2. madame",1
"475","Anden akt","Scene 3","Anne",2
"476","Anden akt","Scene 3","Anne Kandestøbers",2
"477","Anden akt","Scene 3","Antonius",3
"478","Anden akt","Scene 3","Apicius",36
"479","Anden akt","Scene 3","Arbaces",3
"480","Anden akt","Scene 3","Arv",7
"481","Anden akt","Scene 3","Barselskvinden",15
"482","Anden akt","Scene 3","Chilian",3
"483","Anden akt","Scene 3","Cosmoligoreus",31
"484","Anden akt","Scene 3","Davus",7
"485","Anden akt","Scene 3","Doktor",5
"486","Anden akt","Scene 3","Don Ranudo",8
"487","Anden akt","Scene 3","Donna Olympia",10
"488","Anden akt","Scene 3","Dorothea",5
"489","Anden akt","Scene 3","Elsebet",4
"490","Anden akt","Scene 3","Espen",8
"491","Anden akt","Scene 3","Frantz",7
"492","Anden akt","Scene 3","Frantz Knivsmed",2
"493","Anden akt","Scene 3","Gert",18
"494","Anden akt","Scene 3","Gert Buntmager",4
"495","Anden akt","Scene 3","Gunild",6
"496","Anden akt","Scene 3","Helene",22
"497","Anden akt","Scene 3","Henrik",133
"498","Anden akt","Scene 3","Herman",14
"499","Anden akt","Scene 3","Holophernes",2
"500","Anden akt","Scene 3","Isabella",14
"501","Anden akt","Scene 3","Jacob",2
"502","Anden akt","Scene 3","Jeppe",24
"503","Anden akt","Scene 3","Jeronimus",78
"504","Anden akt","Scene 3","Kammertjeneren",6
"505","Anden akt","Scene 3","Leander",39
"506","Anden akt","Scene 3","Leander og Oldfux",1
"507","Anden akt","Scene 3","Leerbeutel",9
"508","Anden akt","Scene 3","Leonard",13
"509","Anden akt","Scene 3","Leonora",5
"510","Anden akt","Scene 3","Madame Ståbi",8
"511","Anden akt","Scene 3","Magdelone",7
"512","Anden akt","Scene 3","Marthe",10
"513","Anden akt","Scene 3","Montanus",22
"514","Anden akt","Scene 3","Nille",11
"515","Anden akt","Scene 3","Octavius",2
"516","Anden akt","Scene 3","Oldfux",3
"517","Anden akt","Scene 3","Olympia",1
"518","Anden akt","Scene 3","Ovidius",4
"519","Anden akt","Scene 3","Pedro",3
"520","Anden akt","Scene 3","Pernille",15
"521","Anden akt","Scene 3","Petronius",28
"522","Anden akt","Scene 3","Philemon",18
"523","Anden akt","Scene 3","Philocyne",5
"524","Anden akt","Scene 3","Richart",2
"525","Anden akt","Scene 3","Roland",2
"526","Anden akt","Scene 3","Roland.",1
"527","Anden akt","Scene 3","Sivert",1
"528","Anden akt","Scene 3","Sivert Posekigger",1
"529","Anden akt","Scene 3","Skriveren",22
"530","Anden akt","Scene 3","Terentia",10
"531","Anden akt","Scene 3","Tutti",2
"532","Anden akt","Scene 3","Ulysses",4
"533","Anden akt","Scene 3","Værten",6
"534","Anden akt","Scene 3","Vielgeschrey",14
"535","Anden akt","Scene 3",NA,49
"536","Anden akt","Scene 4","Abelone",17
"537","Anden akt","Scene 4","Anne",5
"538","Anden akt","Scene 4","Antonius",9
"539","Anden akt","Scene 4","Apicius",27
"540","Anden akt","Scene 4","Arv",16
"541","Anden akt","Scene 4","Baronen",42
"542","Anden akt","Scene 4","Barselskvinden",5
"543","Anden akt","Scene 4","Chilian",5
"544","Anden akt","Scene 4","Cosmoligoreus",16
"545","Anden akt","Scene 4","Den usynlige",10
"546","Anden akt","Scene 4","Diogenes",5
"547","Anden akt","Scene 4","Dobre Podolsky",8
"548","Anden akt","Scene 4","Don Ranudo",7
"549","Anden akt","Scene 4","Donna Olympia",5
"550","Anden akt","Scene 4","Ephraim",14
"551","Anden akt","Scene 4","Espen",8
"552","Anden akt","Scene 4","Gert",15
"553","Anden akt","Scene 4","Gert Westphaler",1
"554","Anden akt","Scene 4","Hadersleveren",10
"555","Anden akt","Scene 4","Henrik",143
"556","Anden akt","Scene 4","Jeppe",5
"557","Anden akt","Scene 4","Jeronimus",84
"558","Anden akt","Scene 4","Leander",75
"559","Anden akt","Scene 4","Leerbeutel",1
"560","Anden akt","Scene 4","Leonora",12
"561","Anden akt","Scene 4","Leonore",10
"562","Anden akt","Scene 4","Mandane.",7
"563","Anden akt","Scene 4","Nille",4
"564","Anden akt","Scene 4","Pedro",14
"565","Anden akt","Scene 4","Pernille",50
"566","Anden akt","Scene 4","Petronius",8
"567","Anden akt","Scene 4","Philemon",6
"568","Anden akt","Scene 4","Philocyne",4
"569","Anden akt","Scene 4","Semira.",6
"570","Anden akt","Scene 4","Skyldenborg",5
"571","Anden akt","Scene 4","Vielgeschrey",11
"572","Anden akt","Scene 4",NA,26
"573","Anden akt","Scene 5","1. pige",34
"574","Anden akt","Scene 5","2. pige",11
"575","Anden akt","Scene 5","2.pige",1
"576","Anden akt","Scene 5","Anne",3
"577","Anden akt","Scene 5","Antonius",2
"578","Anden akt","Scene 5","Barselskvinden",5
"579","Anden akt","Scene 5","Chilian",8
"580","Anden akt","Scene 5","Cosmoligoreus",5
"581","Anden akt","Scene 5","Elsebet",3
"582","Anden akt","Scene 5","Gert",2
"583","Anden akt","Scene 5","Helene",9
"584","Anden akt","Scene 5","Henrik",31
"585","Anden akt","Scene 5","Ingeborg",8
"586","Anden akt","Scene 5","Jacob",14
"587","Anden akt","Scene 5","Jeppe",6
"588","Anden akt","Scene 5","Jeronimus",18
"589","Anden akt","Scene 5","Juveleren",11
"590","Anden akt","Scene 5","Leander",40
"591","Anden akt","Scene 5","Leerbeutel",9
"592","Anden akt","Scene 5","Leonard",16
"593","Anden akt","Scene 5","Leonora",9
"594","Anden akt","Scene 5","Leonore",3
"595","Anden akt","Scene 5","Lucretia",16
"596","Anden akt","Scene 5","Magdelone",17
"597","Anden akt","Scene 5","Nille",3
"598","Anden akt","Scene 5","Oldfux",4
"599","Anden akt","Scene 5","Pernille",39
"600","Anden akt","Scene 5","Pernille (grædende)",1
"601","Anden akt","Scene 5","Petronius",6
"602","Anden akt","Scene 5","Philocyne",3
"603","Anden akt","Scene 5","Polidor",1
"604","Anden akt","Scene 5","Polidorus",1
"605","Anden akt","Scene 5","Rosiflengius",3
"606","Anden akt","Scene 5","Semira",2
"607","Anden akt","Scene 5","Studenstrup",13
"608","Anden akt","Scene 5",NA,23
"609","Anden akt","Scene 6","",3
